1stFlrSF,BsmtExposure,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1547,None,0,0,672,2320,TA,14762,144,6,5,0,1948,1950,169000
918,No,0,918,264,918,TA,7892,0,5,6,918,1979,1979,99500
1437,Gd,1157,280,528,1437,Gd,10768,21,8,5,1437,1976,2004,218000
1069,No,360,709,440,1069,TA,4043,55,5,6,1069,1977,1977,127500
829,No,298,429,441,1556,TA,11700,0,6,6,727,1968,1968,154000
824,No,624,193,510,1894,Gd,11316,40,5,7,817,2002,2003,214900
1973,Av,0,1935,895,1973,Gd,14226,45,5,8,1935,2006,2006,395000
1898,No,0,710,564,2978,Gd,11275,0,7,7,710,1967,2007,242000
848,Av,662,186,420,848,Gd,4438,0,5,6,848,2004,2004,149000
804,No,0,384,400,1474,TA,8530,72,5,7,384,1995,1996,168500
1056,No,480,108,260,1056,TA,9250,0,7,5,1056,1954,2005,139400
902,Av,301,239,484,902,TA,8885,0,5,5,864,1983,1983,131000
1032,Av,605,427,564,1032,TA,10395,0,6,6,1032,1978,1978,148000
1077,No,0,961,338,1077,TA,8967,0,2,5,961,1920,1950,67000
1235,No,600,635,480,1235,TA,8500,0,3,5,1235,1961,1961,98600
1442,Mn,738,172,719,1442,Gd,10357,244,5,7,910,1990,1991,179900
483,No,387,96,264,987,TA,1680,0,5,6,483,1971,1971,85400
1004,Gd,975,0,504,1004,TA,10530,0,5,6,975,1977,1977,135000
1006,No,288,718,0,1006,TA,9000,24,3,5,1006,1959,1959,80000
936,No,210,570,0,1716,Fa,5687,184,6,5,780,1912,2000,135900
860,No,0,860,565,1720,Gd,11645,70,5,7,860,2004,2004,196500
960,No,250,710,308,960,Fa,6000,0,4,4,960,1920,1950,108500
1604,No,1334,270,660,1604,Gd,8814,110,5,7,1604,2006,2006,220000
2217,Gd,351,1043,621,2217,Gd,15865,207,6,8,2217,1970,1970,268000
1844,Av,1110,734,540,1844,Gd,16381,73,5,6,1844,1969,1969,223000
799,No,0,799,380,1571,TA,7837,40,7,6,799,1993,1994,178000
1479,No,0,1468,577,1479,Gd,9382,25,5,7,1468,1999,2000,191000
1619,Gd,1249,103,529,1786,TA,164660,0,6,5,1499,1965,1965,228950
1632,No,620,0,338,1632,TA,9600,0,6,6,1240,1958,1988,139000
866,Av,20,846,578,1768,Gd,10769,105,5,8,866,2007,2007,212000
1096,Mn,75,230,299,1096,TA,15870,32,5,5,1096,1969,1969,138800
1236,No,0,791,542,2093,TA,20544,63,6,7,791,1986,1991,215000
660,No,512,148,453,1348,TA,7590,108,5,6,660,1966,1966,155000
728,Av,648,80,410,1456,Gd,8199,18,5,7,728,2005,2005,189000
1600,Gd,1277,207,319,1600,TA,16321,258,6,5,1484,1957,1997,207500
1700,Av,340,1342,544,1700,Gd,9135,23,5,6,1682,2003,2003,200000
808,No,0,808,389,1593,TA,9636,40,5,6,808,1992,1993,178000
1363,No,650,178,288,1363,TA,14559,42,7,5,1008,1951,2000,164900
855,No,311,544,440,1441,TA,2289,0,6,6,855,1978,1978,148500
1710,Gd,1400,310,866,1710,Gd,13891,102,5,8,1710,2007,2008,372402
1222,No,695,253,463,2110,Gd,8880,130,5,7,948,1994,2002,205000
725,No,533,192,475,1479,Gd,13517,44,8,6,725,1976,2005,130500
767,Av,584,0,367,767,TA,4058,40,5,7,723,1998,1998,133000
664,Av,554,100,426,1496,Gd,17104,24,5,7,654,2006,2006,179665
1567,Av,1154,366,648,1567,Ex,3982,0,5,8,1520,2006,2006,264561
1148,Mn,210,219,308,1148,TA,6420,0,7,5,980,1952,1952,123500
1120,Mn,0,1085,753,1970,Ex,11065,74,5,8,1085,2006,2006,281000
1453,No,482,971,750,2810,Gd,9572,0,5,8,1453,1990,1990,302000
1470,No,986,484,696,2630,Gd,9200,66,5,8,1470,1998,1998,315000
1105,No,443,662,480,2274,TA,11600,0,5,5,1105,1960,1960,154300
1261,No,662,599,433,1261,TA,9120,0,6,6,1261,1958,1958,163000
1486,No,637,849,480,1486,TA,9937,0,7,5,1486,1964,1999,167000
773,No,570,203,240,773,TA,7677,0,5,5,773,1953,1953,110000
1537,No,0,1319,462,1537,Gd,8400,36,9,6,1319,1962,2005,174000
866,Av,0,866,546,1779,Gd,10400,36,5,7,866,1998,1998,197900
1225,No,569,381,0,1225,TA,9320,0,5,4,950,1959,1959,128950
848,Av,659,189,420,848,Gd,4435,0,5,6,848,2003,2003,131500
780,No,0,780,198,1376,TA,8600,0,6,6,780,1937,1950,119500
742,No,381,348,440,1471,TA,3230,24,5,6,729,1999,1999,172500
869,No,0,440,0,869,Fa,5900,0,7,4,440,1923,1958,85500
729,No,419,310,440,1458,TA,3230,32,5,6,729,1999,1999,176000
894,No,762,102,440,894,TA,13350,0,5,5,864,1974,1974,142500
885,No,0,832,427,1718,TA,10141,94,5,7,832,1998,1998,185000
1701,Gd,1390,0,611,1701,TA,16647,0,5,5,1390,1975,1981,171000
864,No,600,264,576,864,TA,12735,0,5,4,864,1972,1972,111250
1094,No,0,528,512,1855,TA,9600,100,7,6,528,1976,1994,187000
1651,No,1398,0,616,1651,TA,12416,0,5,6,1606,1986,1986,184000
612,Av,0,612,528,1224,Gd,3951,234,5,6,612,2009,2009,164500
928,No,308,620,288,928,TA,6000,0,6,5,928,1957,1957,112500
372,None,0,0,0,1092,Fa,5600,0,5,4,0,1930,1950,55000
832,No,16,712,546,1641,Ex,9600,0,7,7,728,1925,1990,178000
708,No,404,304,776,1416,TA,11700,169,6,6,708,1968,1968,179900
1058,Av,546,512,736,1904,Ex,10927,60,5,8,1058,2005,2005,275000
936,No,248,448,308,936,TA,5868,0,7,5,936,1956,2000,129000
716,No,81,23,452,1556,TA,1950,0,6,6,716,1980,1980,151000
864,No,120,744,400,864,TA,19138,0,5,4,864,1951,1951,141000
1654,No,986,668,900,1654,Gd,8125,136,5,7,1654,2002,2002,230000
1416,No,0,816,576,1416,Gd,25339,0,7,5,816,1918,2007,112000
1268,Mn,1163,89,856,2365,Gd,9430,128,5,8,1252,1999,1999,337000
1067,No,442,625,436,1067,Gd,9600,0,7,4,1067,1950,1995,128000
1318,None,0,0,539,1902,TA,8930,0,5,6,0,1978,1978,112000
1557,Gd,0,1374,420,1557,Gd,3196,20,5,7,1374,2003,2004,234000
1195,No,0,1195,486,1839,TA,16770,81,5,7,1195,1998,1998,221000
